s,Pa,rpm
9.83606000,-0.724848806858063,1134.08289784877
9.83608000,-0.716363370418549,1134.08649666769
9.83610000,-0.706939220428467,1134.09009548662
9.83612000,-0.718400239944458,1134.09369430554
9.83614000,-0.71707671880722,1134.09729312446
9.83616000,-0.688062906265259,1134.10089194339
9.83618000,-0.65658038854599,1134.10449076231
9.83620000,-0.649915933609009,1134.10808958124
9.83622000,-0.643082499504089,1134.11168840016
9.83624000,-0.614462852478027,1134.11528721908
9.83626000,-0.598937511444092,1134.11888603801
9.83628000,-0.60619330406189,1134.12248485693
9.83630000,-0.622582256793976,1134.12608367585
9.83632000,-0.603086352348328,1134.12968249478
9.83634000,-0.574682652950287,1134.1332813137
9.83636000,-0.56905072927475,1134.13688013262
9.83638000,-0.569951832294464,1134.14047895155
9.83640000,-0.54681396484375,1134.14407777047
9.83642000,-0.522634148597717,1134.1476765894
9.83644000,-0.528425693511963,1134.15127540832
9.83646000,-0.543519258499146,1134.15487422724
9.83648000,-0.529289245605469,1134.15847304617
9.83650000,-0.507606267929077,1134.16207186509
9.83652000,-0.509981095790863,1134.16567068401
9.83654000,-0.519968390464783,1134.16926950294
9.83656000,-0.496295481920242,1134.17286832186
9.83658000,-0.463376820087433,1134.17646714078
9.83660000,-0.441759586334229,1134.18006595971
9.83662000,-0.422301262617111,1134.18366477863
9.83664000,-0.379113703966141,1134.18726359756
9.83666000,-0.324643492698669,1134.19086241648
9.83668000,-0.291283667087555,1134.1944612354
9.83670000,-0.246078014373779,1134.19806005433
9.83672000,-0.161270454525948,1134.20165887325
9.83674000,-0.0627773031592369,1134.20525769217
9.83676000,0.0209883432835341,1134.2088565111
9.83678000,0.105326570570469,1134.21245533002
9.83680000,0.231040745973587,1134.21605414894
9.83682000,0.35816290974617,1134.21965296787
9.83684000,0.458392560482025,1134.22325178679
9.83686000,0.540797173976898,1134.22685060572
9.83688000,0.635376155376434,1134.23044942464
9.83690000,0.728162229061127,1134.23404824356
9.83692000,0.790995895862579,1134.23764706249
9.83694000,0.828842461109161,1134.24124588141
9.83696000,0.87813127040863,1134.24484470033
9.83698000,0.918756306171417,1134.24844351926
9.83700000,0.920802593231201,1134.25204233818
9.83702000,0.905849814414978,1134.25564115711
9.83704000,0.907633244991303,1134.25923997603
9.83706000,0.906872928142548,1134.26283879495
9.83708000,0.870593905448914,1134.26643761388
9.83710000,0.826195478439331,1134.2700364328
9.83712000,0.827228009700775,1134.27363525172
9.83714000,0.843804657459259,1134.27723407065
9.83716000,0.837271630764008,1134.28083288957
9.83718000,0.814021110534668,1134.28443170849
9.83720000,0.82116425037384,1134.28803052742
9.83722000,0.834896802902222,1134.29162934634
